,Review text,Ratings
7870,SuperbREAD MORE,5
7871,Good quality at low pricesREAD MORE,5
7872,Got the genuine productREAD MORE,5
7873,Good productREAD MORE,5
7874,Very good productREAD MORE,5
7875,Perfect pack! Completely packed and sealed box! Very nice.READ MORE,5
7876,YoREAD MORE,5
7877,Good productREAD MORE,5
7878,AverageREAD MORE,3
7879,"Very poor quality , This Time i totally wrong product...i really unhappy For seller.READ MORE",1
7880,For normal play onlyREAD MORE,2
7881,Good buyREAD MORE,4
7882,Quality is good okREAD MORE,4
7883,TopREAD MORE,5
7884,Excellent..product..READ MORE,5
7885,Genuine quality. Checked on their official Sunrise website. All shuttles brand new. Top notch. Box was a little squeezed. But shuttles were intact.READ MORE,5
7886,GoodREAD MORE,4
7887,SuperREAD MORE,5
7888,Very goodREAD MORE,5
7889,GoodREAD MORE,5
7890,Just greatREAD MORE,5
7891,Good product.READ MORE,3
7892,Best shuttles in less amount with offerREAD MORE,5
7893,GoodREAD MORE,4
7894,Medium Speed.. I bought it for ₹578 on flipkart. If you want more speed go for mavis 300iREAD MORE,5
7895,Nice productREAD MORE,5
7896,Very good shuttlesREAD MORE,5
7897,Very nice original product.READ MORE,5
7898,This shuttle is very nice and delivery is also very goodREAD MORE,5
7899,Good product but worst delivery serviceREAD MORE,1
7900,Good oneREAD MORE,5
7901,AwesomeREAD MORE,5
7902,OkREAD MORE,1
7903,"Dear all,The reason I gave this product a single star is due to the following reasons. The product authenticity is in question as the box that i ordered lasted very less.max 3 set's. After that it started disintegrating. And the cork came out. Further on comparison with the other  box of shuttle which i purchased from my sports shop gguy lasted for more than 7 games before disintegrating. The colour of both the shuttle on comparison the box from flipkart has a darker green yellowish tin...READ MORE",4
7904,Costly.. quality is okayREAD MORE,3
7905,GoodREAD MORE,5
7906,AvarageREAD MORE,3
7907,Worst product....Dont buy from flifkartREAD MORE,1
7908,Best option to purchase with least priceREAD MORE,5
7909,GoodREAD MORE,5
7910,Not so much good... ! Kamchalao ......READ MORE,3
7911,goodREAD MORE,4
7912,GoodREAD MORE,5
7913,Worst product Dont buyREAD MORE,1
7914,nice bt deadly slowREAD MORE,5
7915,GoodREAD MORE,4
7916,"Except packing of Flipkart, everything is goodREAD MORE",5
7917,"Full Bawkbass, waste of money, cant use after playing for 2 hours.READ MORE",4
7918,Too much time taken for delivery otherwise product is excellentREAD MORE,3
7919,"Good quality product.Thanks to Ekart,Courier boy and Flipkart for giving this in time.READ MORE",5
7920,GoodREAD MORE,4
7921,Good qualityREAD MORE,5
7922,Very glamorous shuttles... Thanxx flipkartREAD MORE,5
7923,Awesome quality....READ MORE,5
7924,GoodREAD MORE,5
7925,GoodREAD MORE,5
7926,Not happy with the shuttle s and looks duplicte shuttleREAD MORE,2
7927,I  happy with these shuttlesREAD MORE,4
7928,Delivered promptly. Good qualityREAD MORE,4
7929,Orginal productREAD MORE,5
7930,Awesome product and right time deliveryREAD MORE,4
7931,Product was as expectedREAD MORE,4
7932,Old itemREAD MORE,1
7933,Original Yonex shuttles. excellent flight.READ MORE,5
7934,Super..READ MORE,3
7935,Got the Product On Time and it is of best quality. :)READ MORE,5
7936,ExcellentREAD MORE,5
7937,ThanksREAD MORE,5
7938,GoodREAD MORE,4
7939,Good and genuine .READ MORE,5
7940,Amazing at 536 rupeeREAD MORE,5
7941,Very nice productREAD MORE,5
7942,ExcellentREAD MORE,5
7943,Very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.READ MORE,5
7944,quality not good..READ MORE,1
7945,GoodREAD MORE,5
7946,I must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these starsREAD MORE,5
7947,Nice1READ MORE,4
7948,"Am not sure if it was original shuttles, the green sticker that holds the cork skin was just getting cut in all. Never had seen such so far...READ MORE",2
7949,GoodREAD MORE,5
7950,GoodREAD MORE,5
7951,It is not original poor qualityREAD MORE,1
7952,GoodREAD MORE,5
7953,good quality appreciated thnksREAD MORE,4
7954,ExcellentREAD MORE,5
7955,"Poor quality, no use for intermediate n advance d players.READ MORE",4
7956,Good productREAD MORE,4
7957,Great product at less price thank you flipkart ....READ MORE,5
7958,Price too high.READ MORE,1
7959,FineREAD MORE,3
7960,Packing was not goodREAD MORE,1
7961,Please rate very to mach.. products very goodREAD MORE,5
7962,Not balancedREAD MORE,1
7963,BestREAD MORE,5
7964,Good product.READ MORE,4
7965,It's goodREAD MORE,4
7966,Best priceREAD MORE,5
7967,"Good quality, good delivery service. Keep it up.READ MORE",5
7968,Best shuttle..READ MORE,5
7969,Authentic...go for it I have  got it for only 521...thanks flipkartREAD MORE,4
7970,Good shuttlesREAD MORE,5
7971,It's a good productREAD MORE,5
7972,Good Prodict bt price is the same in retailshops alsoREAD MORE,4
7973,Very gpod shuttleREAD MORE,5
7974,NICEREAD MORE,4
7975,Good quality original from yonex. I was worried if it comes in white but hopefully they sent me nylon yellow. Thanks will purchase again for Rs.679/-READ MORE,5
7976,Very niceREAD MORE,5
7977,It's a genuine product ......and delivery is very fast ...thnx to F cart ....READ MORE,4
7978,Quality is good but are very expensive.READ MORE,5
7979,Good experienceREAD MORE,5
7980,product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...READ MORE,5
7981,Perfect for professional playersREAD MORE,5
7982,Shuttle quality is not good.READ MORE,1
7983,GoodREAD MORE,5
7984,I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.READ MORE,5
7985,Good qualityREAD MORE,4
7986,Nice productREAD MORE,4
7987,It's worthy Excellent piece of cockspurThank to the FlipkartREAD MORE,5
7988,Stable shuttleREAD MORE,5
7989,SUPERREAD MORE,5
7990,Durability...very goodREAD MORE,5
7991,Awesome as always! Yonex rocks! 👍👍READ MORE,5
7992,Nice one ........Can getREAD MORE,5
7993,NiceREAD MORE,5
7994,Best in quality...good air time and light weight...also lasting well...loved it...READ MORE,5
7995,Very nice productREAD MORE,5
7996,"Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.READ MORE",4
7997,Good but in every packet there is always a defective piece.. perhaps company policyREAD MORE,4
7998,Nice quality and came before timeREAD MORE,5
7999,One of best shuttle...READ MORE,5
8000,Good oneREAD MORE,4
8001,GoodREAD MORE,4
8002,"Dont buy products in flipkart, they are not gave any updates regarding product informationREAD MORE",1
8003,Good productREAD MORE,4
8004,Nice shuttle gud packingREAD MORE,5
8005,Best product. On time delivery. Original product.READ MORE,5
8006,FineREAD MORE,2
8007,Nice box nice priceREAD MORE,5
8008,Nice productREAD MORE,4
8009,Shuttle are nice thumps upREAD MORE,4
8010,best one in its class. Lucky to get itREAD MORE,5
8011,Nice flight of shuttleREAD MORE,5
8012,GoodREAD MORE,5
8013,Good productREAD MORE,5
8014,Long time period to delivery otherwise perfect itemREAD MORE,3
8015,Best shuttleREAD MORE,5
8016,Awesome it seems shuttle will last for everREAD MORE,5
8017,GreatREAD MORE,5
8018,GoodREAD MORE,5
8019,It's come with good prize. Super quality.READ MORE,4
8020,Quality was good and product was genuineREAD MORE,5
8021,AwesomeREAD MORE,3
8022,Good product and fast service from FlipkartREAD MORE,4
8023,Good but no better qualityREAD MORE,3
8024,Good for indoor gameREAD MORE,4
8025,I recived my product Mavis350 shuttels early but prduct was damagedREAD MORE,3
8026,ExcellentREAD MORE,5
8027,Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's greatREAD MORE,4
8028,"Very good,, up to expectationsREAD MORE",4
8029,AmazingREAD MORE,4
8030,Reasonable priceREAD MORE,5
8031,Good productREAD MORE,4
8032,Good to play. Worthy productREAD MORE,4
8033,very bad qualityREAD MORE,5
8034,Good qualityREAD MORE,5
8035,Good oneREAD MORE,3
8036,Good quality and nice weight so buy without worry.READ MORE,4
8037,Good product. Better than Mavis 10.READ MORE,5
8038,Yonex mavisgood products badmintonREAD MORE,5
8039,GoodREAD MORE,5
8040,Packing was not up to mark.READ MORE,4
8041,Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day dayREAD MORE,5
8042,Awesome product and delivery services also goodREAD MORE,5
8043,Very gud product got very low price below Rs.650READ MORE,5
8044,A nice productREAD MORE,4
8045,Met the expectations 👌👌READ MORE,5
8046,good quality of shuttlesREAD MORE,5
8047,GoodREAD MORE,5
8048,Nice productREAD MORE,5
8049,Great stuff !!READ MORE,3
8050,Nice qualityREAD MORE,4
8051,Some of shuttle were broken within 2 days usageREAD MORE,4
8052,OkREAD MORE,5
8053,Nice productREAD MORE,4
8054,Best.........READ MORE,5
8055,Good oneREAD MORE,5
8056,Good quality productREAD MORE,4
8057,Well packed! Received in a good condition!READ MORE,4
8058,SuperREAD MORE,4
8059,Ok productREAD MORE,2
8060,NiceREAD MORE,4
8061,Good n betterREAD MORE,5
8062,Original product with best priceREAD MORE,5
8063,Good n genuine productREAD MORE,5
8064,Vry gud productREAD MORE,5
8065,Awesome product..and on time delivery adds valueREAD MORE,5
8066,Received as mentioned in good conditionREAD MORE,4
8067,Original very good product at this priceREAD MORE,4
8068,GreatREAD MORE,5
8069,Very good shuttlesREAD MORE,5
8070,This product is pretty good at reasonable price.READ MORE,5
8071,NiceREAD MORE,4
8072,Its genuine. Nothing more need to say.READ MORE,5
8073,niceREAD MORE,5
8074,NycREAD MORE,4
8075,Nice productREAD MORE,5
8076,Very good productREAD MORE,5
8077,Best qualityREAD MORE,4
8078,Good productREAD MORE,3
8079,Shuttle is goodREAD MORE,5
8080,Nice productREAD MORE,3
8081,Nice productREAD MORE,4
8082,Good.READ MORE,5
8083,Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.READ MORE,5
8084,Not bad... delivered on timeREAD MORE,3
8085,Good qualityREAD MORE,5
8086,GoodREAD MORE,5
8087,Nice productREAD MORE,5
8088,GoodREAD MORE,5
8089,super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i needREAD MORE,5
8090,Nice productREAD MORE,5
8091,It is a nice productREAD MORE,5
8092,Nice productREAD MORE,5
8093,Not extremely durable. But a good product nonetheless.READ MORE,4
8094,"I am not happy that, product look like not genuine. The outside box is very low quality and they have cheated me that they have delivered only three boxes instead of four boxes. I am so unhappy about thidREAD MORE",3
8095,Delivered before time with nice packaging. Happy!READ MORE,5
8096,gud shuttle .........READ MORE,3
8097,Good shuttle boxREAD MORE,5
8098,NiceREAD MORE,5
8099,Awesome productREAD MORE,5
8100,Always goodREAD MORE,5
8101,Good qualityREAD MORE,5
8102,Nice ProductREAD MORE,5
8103,over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .READ MORE,4
8104,"The pack was a little crushed when the product was delivered. Otherwise the product was faring better.The product was delivered on the promised date, so I am happy on that regard.READ MORE",3
8105,Good quality and prompt deliveryREAD MORE,5
8106,Great productREAD MORE,5
8107,Nice product. Very good in quality.READ MORE,4
8108,NiceREAD MORE,5
8109,I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..READ MORE,4
8110,Good product as expected..!!READ MORE,5
8111,NiceREAD MORE,5
8112,The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I orderedREAD MORE,5
8113,Super nice packREAD MORE,5
8114,Best buyREAD MORE,5
8115,goodREAD MORE,5
8116,Good one..READ MORE,5
8117,Good quality...👌READ MORE,5
8118,The product quality was very good.READ MORE,5
8119,Nice productREAD MORE,5
8120,Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.READ MORE,4
8121,Best price and quality of productREAD MORE,5
8122,Got the genuine product.READ MORE,4
8123,Good productREAD MORE,5
8124,Excellent productREAD MORE,5
8125,Nice go for itREAD MORE,4
8126,Nice productREAD MORE,5
8127,Good value for moneyREAD MORE,5
8128,Good productREAD MORE,5
8129,"Thanks your seller ,who gave me packed box of shutte ....It's really genioun productREAD MORE",5
8130,Its original and good to playREAD MORE,5
8131,Nice product..READ MORE,5
8132,SuperREAD MORE,5
8133,Good onesREAD MORE,5
8134,GoodREAD MORE,5
8135,Nice productREAD MORE,5
8136,"Good quality, but got just delayed in shipping the productREAD MORE",4
8137,Not value for money ...better to buy in local sports storeREAD MORE,4
8138,very bad quality 👎👎👎👎👎👎👎👎👎👎READ MORE,1
8139,Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....READ MORE,5
8140,TopnotchREAD MORE,4
8141,Good product by flipkartREAD MORE,4
8142,Thisproduct is veryhelpful in this servicesREAD MORE,5
8143,The product is good but the delivery was not good the box was completely flatten...READ MORE,4
8144,SuperbREAD MORE,5
8145,gudREAD MORE,5
8146,NiceREAD MORE,4
8147,not much durableREAD MORE,3
8148,Thanks flipkart for good quality productsREAD MORE,5
8149,Nice to buyREAD MORE,5
8150,No doubt Mavis 350 is good.  But the seller sent Mavis 10 instead and I had to return and replace it.  Not sure if it was intentional.READ MORE,3
8151,excellentREAD MORE,5
8152,Good productREAD MORE,5
8153,Good one..READ MORE,5
8154,It's much good.READ MORE,5
8155,Good productREAD MORE,4
8156,quality is very good. thanks to seller for timely delivery.READ MORE,5
8157,Worthy productsREAD MORE,5
8158,Very Nice Shuttle Specially At This Price UltimateREAD MORE,1
8159,Delivered in time. The product is as excpected.Thanks to fkartREAD MORE,5
8160,ExcellentREAD MORE,5
8161,SuperbREAD MORE,5
8162,GoodREAD MORE,4
8163,Super product..I got Rs 620READ MORE,5
8164,Very goodREAD MORE,5
8165,Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .READ MORE,5
8166,Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.READ MORE,5
8167,goodREAD MORE,4
8168,Nice product.. Perfect for intermediate players...READ MORE,4
8169,Not bad it's avg.....READ MORE,3
8170,It was nice but 3 shuttles were cracked so they broked in 10 daysREAD MORE,5
8171,Value for money. Good delivery by FlipkartREAD MORE,5
8172,GoodREAD MORE,1
8173,Good productREAD MORE,4
8174,Good qualityREAD MORE,4
8175,Long time work ingREAD MORE,5
8176,NiceREAD MORE,5
8177,Very nice product. Super fast delivery.READ MORE,4
8178,Awesome job by flipcart........i m loving itREAD MORE,4
